Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow,season
2009-01-04,Melbourne,11.6,27.6,0.0,6.4,12.5,SSE,35.0,NE,SSE,2.0,20.0,67.0,37.0,1016.5,1013.0,3.0,5.0,15.5,27.1,No,No,0.0,Summer
2009-01-04,Canberra,10.5,30.7,0.0,6.0,11.3,W,35.0,N,NW,6.0,11.0,70.0,35.0,1016.5,1012.4,1.0,5.0,17.3,28.7,No,No,0.0,Summer
2009-01-04,MountGambier,6.2,25.3,0.0,4.8,13.8,SSW,33.0,SE,S,11.0,20.0,56.0,44.0,1016.2,1013.8,3.0,1.0,16.6,23.9,No,No,0.0,Summer
2009-01-04,Sydney,18.7,24.6,0.0,5.4,11.3,SSE,40.0,NNE,NE,13.0,31.0,59.0,58.0,1018.6,1015.2,2.0,1.0,23.0,24.1,No,No,0.0,Summer
2009-01-04,Cobar,19.4,37.6,0.0,10.8,10.6,NNE,46.0,NNE,NNW,30.0,15.0,42.0,22.0,1012.3,1009.2,1.0,6.0,28.7,34.9,No,No,0.0,Summer
2009-01-04,Dartmoor,13.5375,29.425,0.0,4.8,13.8,SSE,40.0,NNE,NE,11.25,22.25,55.75,34.625,1016.075,1012.9375,2.4285714285714284,3.2857142857142856,20.525,28.125,No,No,0.0,Summer
2009-01-04,SydneyAirport,18.7,27.1,0.0,5.4,11.3,NE,65.0,NNE,NE,24.0,48.0,60.0,51.0,1018.5,1014.9,2.0,1.0,22.9,25.9,No,No,0.0,Summer
2009-01-04,Adelaide,15.1,33.3,0.0,6.25,12.0,W,31.0,NNE,SW,2.0,13.0,25.0,7.0,1013.8,1012.2,2.4285714285714284,3.2857142857142856,24.2,32.2,No,No,0.0,Summer
2009-01-05,Canberra,13.9,31.8,0.0,7.0,13.6,W,43.0,WNW,WNW,6.0,24.0,53.0,11.0,1012.8,1009.8,1.0,5.0,22.9,31.1,No,No,0.0,Summer
2009-01-05,MountGambier,6.2,23.1,0.0,5.6,13.6,WSW,37.0,SW,WNW,17.0,22.0,68.0,45.0,1014.8,1013.3,5.0,4.0,15.8,22.3,No,No,0.0,Summer
2009-01-05,Dartmoor,14.95,29.8,0.0,5.6,13.6,SE,38.0,SW,SSE,8.5,19.375,52.125,34.625,1013.1875,1010.3875,4.142857142857143,3.857142857142857,22.1,28.2625,No,No,0.0,Summer
2009-01-05,Cobar,21.9,38.4,0.0,11.4,12.2,WNW,31.0,WNW,WSW,6.0,6.0,37.0,22.0,1012.7,1009.1,1.0,5.0,29.1,35.6,No,No,0.0,Summer
2009-01-05,Adelaide,14.6,30.5,0.0,24.6,13.3,SW,26.0,WSW,SW,4.0,15.0,28.0,22.0,1015.0,1013.2,4.142857142857143,3.857142857142857,22.3,29.2,No,No,0.0,Summer
2009-01-05,Melbourne,13.6,26.1,0.0,7.4,12.3,SE,33.0,SW,SSE,9.0,20.0,56.0,34.0,1011.9,1010.5,6.0,4.0,19.0,25.6,No,No,0.0,Summer
2009-01-05,MelbourneAirport,9.7,29.0,0.0,7.4,12.3,SE,33.0,SW,SSE,9.0,20.0,51.0,31.0,1011.9,1010.3,6.0,2.0,19.4,27.1,No,No,0.0,Summer
2009-01-05,SydneyAirport,20.2,31.6,0.0,10.0,12.2,NNE,63.0,WNW,NE,11.0,35.0,58.0,52.0,1013.2,1008.0,6.0,3.0,24.9,29.0,No,No,0.0,Summer
2009-01-05,Sydney,19.5,27.9,0.0,10.0,12.2,SE,38.0,ESE,ENE,6.0,13.0,66.0,60.0,1013.2,1008.9,4.0,4.0,23.4,26.2,No,No,0.0,Summer
2009-01-06,Sydney,20.2,28.3,0.0,10.0,11.8,SSE,43.142857142857146,SSW,E,11.0,20.0,77.0,64.0,1011.6,1008.0,0.0,0.0,23.1,25.8,No,No,0.0,Summer
2009-01-06,Melbourne,15.8,30.2,0.0,7.2,13.7,SSE,50.0,NNE,S,11.0,28.0,45.0,40.0,1010.5,1007.9,0.0,1.0,21.6,27.9,No,No,0.0,Summer
2009-01-06,Canberra,10.4,34.7,0.0,11.2,13.5,WNW,52.0,W,WNW,2.0,28.0,45.0,7.0,1012.1,1008.4,0.0,0.0,20.2,33.7,No,No,0.0,Summer
2009-01-06,MelbourneAirport,13.5,31.7,0.0,7.2,13.7,SSE,50.0,NNE,S,11.0,28.0,50.0,34.0,1010.7,1007.7,0.0,1.0,21.3,29.8,No,No,0.2,Summer
2009-01-06,MountGambier,12.7,24.7,0.0,5.4,8.5,WSW,43.0,NW,WSW,17.0,31.0,90.0,65.0,1011.9,1010.4,8.0,5.0,16.4,21.6,No,Yes,1.4,Summer
2009-01-06,Cobar,24.2,41.0,0.0,11.2,8.4,WNW,35.0,NW,WNW,17.0,13.0,19.0,15.0,1010.7,1007.4,1.0,6.0,33.6,37.6,No,No,0.0,Summer
2009-01-06,Adelaide,15.2,31.0,0.0,8.2,13.3,WSW,31.0,N,E,6.0,24.0,25.0,39.857142857142854,1012.0,1008.2285714285715,1.4285714285714286,2.0,23.1,29.3,No,No,0.2,Summer
2009-01-06,Dartmoor,16.4875,31.4125,0.0,5.4,8.5,SSE,43.142857142857146,NNE,E,11.75,24.0,54.125,39.857142857142854,1011.4,1008.2285714285715,1.4285714285714286,2.0,22.75,29.3,No,No,0.22499999999999998,Summer
2009-01-06,SydneyAirport,19.9,29.7,0.0,10.0,11.8,NE,41.0,S,E,19.0,20.0,82.0,54.0,1011.7,1007.8,1.0,1.0,22.7,28.7,No,No,0.0,Summer
2009-01-07,Canberra,12.4,36.0,0.0,13.0,9.2,NW,70.0,S,NW,4.0,35.0,40.0,15.0,1009.2,1004.0,1.0,4.0,21.8,34.5,No,No,0.0,Summer
2009-01-07,Sydney,20.7,33.1,0.0,9.0,9.3,S,50.857142857142854,SSW,E,6.0,15.0,72.0,67.0,1009.9,1005.1,1.0,7.0,23.7,26.1,No,No,0.0,Summer
2009-01-07,MountGambier,13.7,21.2,1.4,4.8,8.0,SW,44.0,SSW,SW,19.0,26.0,89.0,41.0,1012.3,1013.0,8.0,5.0,14.8,19.9,Yes,No,0.0,Summer
2009-01-07,MelbourneAirport,15.8,21.4,0.2,8.8,4.4,S,46.0,SSW,SSE,17.0,28.0,98.0,67.0,1010.0,1009.9,8.0,7.0,16.0,19.9,No,No,0.2,Summer
2009-01-07,Dartmoor,17.9875,28.5875,0.22499999999999998,4.8,8.0,S,50.857142857142854,SSW,SSE,12.0,25.0,71.0,46.25,1010.3,1008.5125,5.0,6.428571428571429,20.7,26.2375,No,No,0.05,Summer
2009-01-07,SydneyAirport,20.6,34.9,0.0,9.0,9.3,S,59.0,SSE,NE,15.0,26.0,79.0,52.0,1010.0,1004.7,1.0,7.0,22.3,30.3,No,No,0.2,Summer
2009-01-07,Cobar,27.1,36.1,0.0,13.0,0.0,N,43.0,N,WNW,7.0,20.0,26.0,19.0,1007.7,1007.4,8.0,8.0,30.7,34.3,No,No,0.0,Summer
2009-01-07,Adelaide,16.0,25.1,0.2,8.2,9.1,SW,48.0,S,WSW,11.0,22.0,75.0,43.0,1013.3,1013.5,5.0,6.428571428571429,18.5,24.3,No,No,0.0,Summer
2009-01-07,Melbourne,17.6,20.9,0.0,8.8,4.4,S,46.0,SSW,SSE,17.0,28.0,89.0,66.0,1010.0,1010.5,8.0,7.0,17.8,20.6,No,No,0.0,Summer
2009-01-08,Cobar,23.3,34.0,0.0,9.8,12.6,SSW,41.0,S,SSE,17.0,19.0,33.0,15.0,1011.3,1009.9,3.0,1.0,25.0,31.5,No,No,0.0,Summer
2009-01-08,Sydney,20.4,22.4,0.0,9.8,0.0,SE,49.142857142857146,SSE,SSE,24.0,31.0,78.0,72.0,1012.4,1013.4,8.0,8.0,21.2,20.1,No,No,0.4,Summer
2009-01-08,MountGambier,10.1,19.3,0.0,5.8,11.7,S,48.0,SW,S,26.0,31.0,42.0,44.0,1020.2,1021.1,7.0,6.0,17.1,17.5,No,No,0.0,Summer
2009-01-08,Dartmoor,15.8875,23.2625,0.05,5.8,11.7,SE,49.142857142857146,S,SSE,23.0,28.375,58.25,45.0,1015.35,1015.5,5.571428571428571,4.714285714285714,18.6625,21.8125,No,No,0.05,Summer
2009-01-08,Melbourne,12.6,19.8,0.0,5.2,11.5,SE,56.0,SSW,SSE,28.0,35.0,57.0,42.0,1017.7,1019.2,4.0,4.0,15.5,18.4,No,No,0.0,Summer
2009-01-08,SydneyAirport,20.2,21.7,0.2,9.8,0.0,SSW,56.0,S,S,33.0,35.0,85.0,78.0,1012.4,1013.6,8.0,8.0,20.7,19.7,No,No,0.0,Summer
2009-01-08,MelbourneAirport,9.7,18.4,0.2,5.2,11.5,SE,56.0,SSW,SSE,28.0,35.0,51.0,42.0,1017.4,1018.9,2.0,5.0,14.5,17.7,No,No,0.0,Summer
2009-01-08,Canberra,16.5,26.7,0.0,12.8,10.2,E,50.0,ENE,NNE,11.0,19.0,75.0,37.0,1011.5,1008.7,7.0,1.0,17.7,26.4,No,No,0.0,Summer
2009-01-08,Adelaide,14.3,23.8,0.0,7.4,12.7,SE,37.0,SE,SSE,17.0,22.0,45.0,30.0,1019.9,1019.2,5.571428571428571,4.714285714285714,17.6,23.2,No,No,0.0,Summer
2009-01-09,Adelaide,13.8,26.0,0.0,8.0,9.5,ESE,54.0,SE,WSW,6.0,13.0,36.0,27.0,1018.6,1014.8,5.0,5.0,18.7,25.0,No,No,0.0,Summer
2009-01-09,Dartmoor,13.1375,23.7875,0.05,5.2,9.9,S,44.857142857142854,SSE,S,17.875,20.625,47.375,35.5,1019.5125,1016.3875,5.0,5.0,17.1125,22.7625,No,No,0.0,Summer
2009-01-09,Sydney,17.2,22.6,0.4,7.6,5.9,S,44.857142857142854,SSE,ESE,22.0,19.0,54.0,47.0,1020.2,1018.8,7.0,6.0,19.2,21.2,No,No,0.0,Summer
2009-01-09,MelbourneAirport,10.2,19.7,0.0,5.6,12.6,S,43.0,SSE,S,19.0,28.0,51.0,42.0,1021.4,1018.0,2.0,7.0,14.2,19.3,No,No,0.0,Summer
2009-01-09,Melbourne,12.6,21.8,0.0,5.6,12.6,S,43.0,SSE,S,19.0,28.0,47.0,41.0,1021.7,1017.8,6.0,7.0,15.5,20.3,No,No,0.0,Summer
2009-01-09,MountGambier,6.4,21.6,0.0,5.2,9.9,S,43.0,ESE,SSE,19.0,28.0,52.0,41.0,1021.7,1017.7,7.0,6.0,15.3,20.8,No,No,0.0,Summer
2009-01-09,Canberra,11.4,21.5,0.0,7.4,11.4,ENE,44.0,SSE,SE,13.0,15.0,60.0,33.0,1019.0,1016.0,5.0,3.0,13.9,20.4,No,No,0.0,Summer
2009-01-09,Cobar,16.1,34.2,0.0,14.6,13.2,SE,37.0,SE,S,15.0,6.0,25.0,9.0,1013.3,1009.2,1.0,1.0,20.7,32.8,No,No,0.0,Summer
2009-01-09,SydneyAirport,17.4,22.9,0.0,7.6,5.9,SSE,50.0,SSE,SE,30.0,28.0,54.0,44.0,1020.2,1018.8,7.0,5.0,19.4,22.3,No,No,0.0,Summer
2009-01-10,Melbourne,13.3,23.4,0.0,7.2,10.2,S,43.0,WSW,S,7.0,24.0,67.0,60.0,1013.9,1010.5,7.0,2.0,15.8,20.3,No,No,0.0,Summer
2009-01-10,Cobar,19.0,35.5,0.0,12.0,12.3,ENE,48.0,ENE,WSW,30.0,9.0,46.0,28.0,1008.3,1004.0,1.0,5.0,23.4,33.3,No,No,0.0,Summer
2009-01-10,Adelaide,13.3,28.7,0.0,7.375,12.6,SW,35.0,WSW,WSW,2.0,22.0,46.0,29.0,1012.4,1009.6,4.571428571428571,4.0,19.5,27.7,No,No,0.0,Summer
2009-01-10,Canberra,8.4,24.5,0.0,7.0,10.3,E,39.0,ENE,NNE,11.0,9.0,63.0,34.0,1015.2,1010.4,2.0,7.0,13.9,22.2,No,No,0.0,Summer
2009-01-10,MelbourneAirport,10.7,23.6,0.0,7.2,10.2,S,43.0,WSW,S,7.0,24.0,76.0,46.0,1013.8,1010.3,7.0,1.0,14.5,21.8,No,No,0.0,Summer
2009-01-10,Sydney,18.3,23.4,0.0,7.6,6.1,S,43.142857142857146,ENE,E,17.0,20.0,54.0,53.0,1017.1,1013.9,7.0,6.0,19.7,22.5,No,No,0.0,Summer
2009-01-10,SydneyAirport,16.3,24.0,0.0,7.6,6.1,ENE,48.0,E,NE,17.0,28.0,49.0,44.0,1017.0,1013.8,7.0,6.0,20.3,23.2,No,No,0.0,Summer
2009-01-10,Dartmoor,13.5375,25.7,0.0,5.2,13.8,S,43.142857142857146,ENE,S,13.875,20.875,57.5,42.625,1013.9625,1010.55,4.571428571428571,4.0,17.9375,24.049999999999997,No,No,0.0,Summer
2009-01-10,MountGambier,9.0,22.5,0.0,5.2,13.8,S,46.0,SE,SSW,20.0,31.0,59.0,47.0,1014.0,1011.9,1.0,1.0,16.4,21.4,No,No,0.0,Summer
2009-01-11,Dartmoor,13.9625,26.7375,0.0,6.4,11.2,NE,43.0,NNE,SSE,11.875,23.625,66.0,40.75,1012.225,1009.9375,4.571428571428571,2.4285714285714284,18.825,25.5625,No,No,0.5,Summer
2009-01-11,SydneyAirport,18.0,26.6,0.0,6.6,8.7,NE,54.0,NNE,NE,24.0,33.0,57.0,48.0,1013.9,1011.3,4.0,1.0,23.1,25.7,No,No,0.8,Summer
2009-01-11,Melbourne,14.3,23.4,0.0,6.6,10.2,S,41.0,SW,SSE,9.0,17.0,89.0,58.0,1012.1,1010.2,8.0,2.0,14.6,20.8,No,No,0.0,Summer
2009-01-11,MelbourneAirport,10.7,23.5,0.0,6.6,10.2,S,41.0,SW,SSE,9.0,17.0,77.0,52.0,1012.0,1009.7,8.0,1.0,14.8,23.0,No,No,0.0,Summer
2009-01-11,Cobar,19.7,35.5,0.0,11.0,12.7,NE,41.0,NNE,WSW,15.0,17.0,61.0,14.0,1007.9,1005.8,1.0,5.0,24.0,33.6,No,No,0.0,Summer
2009-01-11,Canberra,9.5,29.3,0.0,6.4,9.6,NNW,44.0,WSW,NNW,6.0,26.0,66.0,26.0,1012.0,1007.6,1.0,6.0,17.2,28.3,No,Yes,2.0,Summer
2009-01-11,MountGambier,7.7,22.6,0.0,6.4,11.2,SSW,39.0,S,SW,7.0,28.0,68.0,39.0,1013.3,1012.7,7.0,1.0,14.7,22.1,No,No,0.0,Summer
2009-01-11,Sydney,17.4,24.6,0.0,6.6,8.7,NE,43.0,NE,ENE,19.0,31.0,58.0,57.0,1013.8,1011.5,3.0,1.0,23.4,23.9,No,Yes,1.2,Summer
2009-01-11,Adelaide,14.4,28.4,0.0,7.075,12.5,SW,41.0,W,WSW,6.0,20.0,52.0,32.0,1012.8,1010.7,4.571428571428571,2.4285714285714284,18.8,27.1,No,No,0.0,Summer
2009-01-12,Melbourne,13.7,25.0,0.0,5.2,7.8,SSE,26.0,SSW,SE,11.0,17.0,75.0,53.0,1018.7,1017.7,8.0,5.0,16.6,22.2,No,No,0.0,Summer
2009-01-12,MountGambier,14.0,27.2,0.0,4.8,11.6,S,33.0,S,S,2.0,19.0,71.0,45.0,1018.5,1016.0,7.0,1.0,18.1,26.0,No,No,0.0,Summer
2009-01-12,Dartmoor,15.5625,28.55,0.5,4.8,11.6,S,32.142857142857146,S,S,7.625,16.75,64.5,44.0,1016.375,1015.1375,3.7142857142857144,3.142857142857143,20.7,26.925,No,No,0.1,Summer
2009-01-12,SydneyAirport,18.5,24.0,0.8,8.8,11.4,S,39.0,S,S,9.0,28.0,81.0,72.0,1015.5,1016.5,1.0,3.0,21.8,23.7,No,No,0.6,Summer
2009-01-12,Canberra,13.8,27.3,2.0,8.0,13.3,ENE,43.0,SSE,NE,4.0,20.0,74.0,45.0,1014.9,1013.8,1.0,1.0,19.6,26.0,Yes,No,0.0,Summer
2009-01-12,Sydney,18.7,26.8,1.2,8.8,11.4,S,32.142857142857146,E,ESE,7.0,15.0,71.0,61.0,1015.4,1016.4,1.0,6.0,23.2,25.6,Yes,No,0.2,Summer
2009-01-12,MelbourneAirport,10.4,25.1,0.0,5.2,7.8,SSE,26.0,SSW,SE,11.0,17.0,73.0,47.0,1018.6,1017.4,8.0,5.0,15.3,22.4,No,No,0.0,Summer
2009-01-12,Adelaide,14.5,35.2,0.0,22.6,12.4,N,28.0,SW,SW,6.0,11.0,44.0,20.0,1016.8,1013.2,3.7142857142857144,3.142857142857143,21.2,33.1,No,No,0.0,Summer
2009-01-12,Cobar,20.9,37.8,0.0,12.8,13.2,E,30.0,SE,ENE,11.0,7.0,27.0,9.0,1012.6,1010.1,0.0,1.0,29.8,36.4,No,No,0.0,Summer
2009-01-13,Adelaide,21.1,41.3,0.0,10.2,10.7,NW,54.0,N,NW,19.0,30.0,11.0,4.0,1010.0,1007.1,2.7142857142857144,0.7142857142857143,32.7,40.0,No,No,0.0,Summer
2009-01-13,MountGambier,13.6,39.3,0.0,6.0,13.0,NNW,63.0,N,NW,28.0,37.0,24.0,8.0,1010.6,1006.3,1.0,1.0,26.6,38.2,No,No,0.0,Summer
2009-01-13,Sydney,19.6,26.2,0.2,4.2,11.1,N,51.142857142857146,ESE,NE,7.0,26.0,74.0,56.0,1019.5,1016.5,6.0,0.0,23.5,25.4,No,No,0.0,Summer
2009-01-13,Melbourne,13.9,37.8,0.0,6.8,13.5,N,52.0,N,NNW,35.0,22.0,61.0,12.0,1014.0,1009.8,0.0,0.0,20.5,35.8,No,No,0.0,Summer
2009-01-13,SydneyAirport,19.3,27.9,0.6,4.2,11.1,NNE,59.0,SSE,NE,11.0,35.0,84.0,48.0,1019.5,1016.1,6.0,1.0,21.9,26.7,No,No,0.0,Summer
2009-01-13,MelbourneAirport,11.5,37.1,0.0,6.8,13.5,N,52.0,N,NNW,35.0,22.0,39.0,12.0,1013.8,1010.0,0.0,0.0,25.0,35.1,No,No,0.0,Summer
2009-01-13,Canberra,15.8,33.8,0.0,8.6,11.3,NW,39.0,SSE,WNW,6.0,13.0,68.0,29.0,1017.8,1013.1,6.0,1.0,20.1,30.8,No,No,0.0,Summer
2009-01-13,Cobar,23.9,39.1,0.0,13.8,12.1,ENE,39.0,NE,N,24.0,9.0,40.0,15.0,1013.6,1010.4,0.0,2.0,29.1,37.0,No,No,0.0,Summer
2009-01-13,Dartmoor,17.337500000000002,35.3125,0.09999999999999999,6.0,13.0,N,51.142857142857146,N,NE,20.625,24.25,50.125,23.0,1014.85,1011.1625,2.7142857142857144,0.7142857142857143,24.925,33.625,No,No,0.0,Summer
2009-01-14,Sydney,20.8,29.7,0.0,10.2,13.0,N,51.5,E,NNE,7.0,24.0,67.0,49.0,1014.6,1011.2,0.0,1.0,25.5,29.1,No,No,0.0,Summer
2009-01-14,MountGambier,15.2,23.0,0.0,15.2,5.8,N,51.5,SSE,S,22.0,26.0,78.0,53.0,1012.1,1011.9,8.0,7.0,17.5,22.4,No,No,0.0,Summer
2009-01-14,SydneyAirport,20.9,32.0,0.0,10.2,13.0,NE,67.0,N,NE,9.0,46.0,57.0,39.0,1014.5,1010.5,0.0,1.0,26.5,30.9,No,No,0.0,Summer
2009-01-14,MelbourneAirport,24.9,33.5,0.0,18.6,12.3,N,57.0,N,S,35.0,24.0,12.0,45.0,1007.5,1009.4,3.0,4.0,31.2,24.8,No,No,0.0,Summer
2009-01-14,Adelaide,20.0,32.3,0.0,12.6,12.8,W,35.0,N,WSW,7.0,20.0,57.0,35.0,1011.7,1009.8,2.142857142857143,3.0,23.8,30.8,No,No,0.0,Summer
2009-01-14,Cobar,24.9,41.2,0.0,14.8,13.0,SSW,43.0,N,NNW,17.0,11.0,25.0,15.0,1012.9,1010.1,1.0,3.0,31.5,38.1,No,No,0.0,Summer
2009-01-14,Canberra,15.5,37.6,0.0,9.2,13.4,NW,50.0,NNW,WNW,7.0,22.0,36.0,18.0,1014.6,1010.7,0.0,1.0,27.1,36.0,No,No,0.0,Summer
2009-01-14,Melbourne,20.4,32.6,0.0,18.6,12.3,N,57.0,N,S,35.0,24.0,14.0,64.0,1008.0,1009.5,3.0,4.0,32.2,22.7,No,No,0.0,Summer
2009-01-14,Dartmoor,20.325,32.7375,0.0,15.2,5.8,N,51.5,N,S,17.375,24.625,43.25,39.75,1011.9875,1010.3875,2.142857142857143,3.0,26.9125,29.35,No,No,0.0,Summer
2009-01-15,Dartmoor,18.125,30.675,0.0,5.0,12.1,SW,52.57142857142857,SW,SE,17.625,24.75,46.625,35.375,1013.5375,1011.725,4.166666666666667,5.285714285714286,23.6375,28.7375,No,No,0.9,Summer
2009-01-15,Melbourne,15.7,24.6,0.0,9.2,10.1,SW,44.0,SW,SE,28.0,22.0,52.0,42.0,1015.9,1014.8,7.0,6.0,17.6,23.0,No,No,0.0,Summer
2009-01-15,Adelaide,15.1,25.2,0.0,10.0,11.3,SW,48.0,S,WSW,11.0,28.0,55.0,41.0,1018.8,1018.3,4.166666666666667,5.285714285714286,19.0,24.6,No,No,0.0,Summer
2009-01-15,Sydney,23.0,33.4,0.0,14.2,9.4,SW,52.57142857142857,ESE,NE,7.0,19.0,61.0,39.0,1009.1,1006.0,4.166666666666667,6.0,28.6,33.1,No,Yes,1.8,Summer
2009-01-15,MelbourneAirport,13.8,23.1,0.0,9.2,10.1,SW,44.0,SW,SE,28.0,22.0,56.0,44.0,1015.8,1014.5,7.0,5.0,16.5,21.4,No,No,0.0,Summer
